repo_full_name,repo_url,stars,forks,description,last_updated,primary_language,discovered_at
linh-gist/AdaptConfByteTrack,https://github.com/linh-gist/AdaptConfByteTrack,7,3,"Source code for paper ""Adaptive Confidence Threshold for ByteTrack in Multi-Object Tracking""",2025-10-18T01:41:15Z,Python,2025-10-24T08:17:30.810093
lucvt001/position_filter,https://github.com/lucvt001/position_filter,0,0,,2025-07-27T09:04:07Z,Python,2025-10-24T08:17:31.068606
SlopeTrack/Slope_Track,https://github.com/SlopeTrack/Slope_Track,1,0,,2025-10-16T09:39:53Z,Python,2025-10-24T08:17:31.412871
david-man/bse-adcs-python,https://github.com/david-man/bse-adcs-python,1,0,a framework for ADCS,2025-10-10T02:20:52Z,Jupyter Notebook,2025-10-24T08:17:31.808452
MyRobotLab/pyrobotlab,https://github.com/MyRobotLab/pyrobotlab,74,135,Python community library for MyRobotLab,2025-09-15T06:47:29Z,Python,2025-10-24T08:17:32.152504
iandouglas96/swarm-thesis,https://github.com/iandouglas96/swarm-thesis,1,0,,2025-06-18T09:14:54Z,Python,2025-10-24T08:17:32.417157
ILT-ITMO/LaserWeldMonitor,https://github.com/ILT-ITMO/LaserWeldMonitor,5,1,This project is aimed at applying data analytics and machine learning techniques to monitoring and control systems for laser welding production processes. ,2025-10-07T17:03:07Z,Jupyter Notebook,2025-10-24T08:17:32.755789
JinMoYang/FrameBoost,https://github.com/JinMoYang/FrameBoost,0,0,,2024-07-18T05:05:13Z,Python,2025-10-24T08:17:33.043315
CoderOMaster/graph_rag_braidpool,https://github.com/CoderOMaster/graph_rag_braidpool,0,0,,2025-06-15T11:33:26Z,Jupyter Notebook,2025-10-24T08:17:33.299716
jread6/ECE6790_Project,https://github.com/jread6/ECE6790_Project,0,0,,2023-04-24T05:50:02Z,Jupyter Notebook,2025-10-24T08:17:33.577483
pfcouto/Detectron_IntelRealSense,https://github.com/pfcouto/Detectron_IntelRealSense,1,0,,2022-09-19T15:09:44Z,Python,2025-10-24T08:17:33.852309
alvaro-concha/animal-behavior-preprocessing,https://github.com/alvaro-concha/animal-behavior-preprocessing,2,0,"animal-behavior-preprocessing is a Python repository to preprocess animal behavior data. It works on the output spreadsheets from video-tracking of animal body parts with LEAP or DeepLabCut. It applies a Median Filter, an Ensemble Kalman Filter, transforms data to joint angles and computes their Morlet Wavelet Spectra.",2024-12-12T09:39:12Z,Python,2025-10-24T08:17:34.155075
Sebibi/EPFLRT-Data-Fetcher,https://github.com/Sebibi/EPFLRT-Data-Fetcher,0,0,,2025-02-01T22:23:48Z,Jupyter Notebook,2025-10-24T08:17:34.446382
HP-CAO/phy_rl,https://github.com/HP-CAO/phy_rl,6,2,,2025-09-19T13:12:39Z,Jupyter Notebook,2025-10-24T08:17:34.721856
westshellX/pythonTest,https://github.com/westshellX/pythonTest,0,0,学习下python，体验下为什么这么火,2024-10-27T05:32:14Z,Python,2025-10-24T08:17:35.033319
lawrence910426/Traffic-Detector,https://github.com/lawrence910426/Traffic-Detector,0,0,,2023-09-19T06:34:44Z,Python,2025-10-24T08:17:35.315592
r4tss/TNE107-RPI,https://github.com/r4tss/TNE107-RPI,0,0,,2025-05-16T14:01:04Z,C++,2025-10-24T08:17:35.583459
aia39/SORT-Multiple-Car-Tracking-using-YOLOv5,https://github.com/aia39/SORT-Multiple-Car-Tracking-using-YOLOv5,30,6,This is a Multi object tracker. Mainly it was build for tracking car movement in a junction.,2025-03-07T10:44:27Z,Python,2025-10-24T08:17:35.856241
Human-Augment-Analytics/Bio-Boost,https://github.com/Human-Augment-Analytics/Bio-Boost,1,0,,2025-10-17T18:16:47Z,Jupyter Notebook,2025-10-24T08:17:36.162584
tamimiEmran/SPD,https://github.com/tamimiEmran/SPD,0,0,,2025-03-16T08:59:33Z,Python,2025-10-24T08:17:36.447287
vranlee/SU-T,https://github.com/vranlee/SU-T,4,0,When Trackers Date Fish: A Benchmark and Framework for Underwater Multiple Fish Tracking,2025-09-26T01:30:18Z,Python,2025-10-24T08:17:36.750327
thecognifly/YAMSPy,https://github.com/thecognifly/YAMSPy,116,38,"Yet Another Multiwii Serial Protocol Python Interface... for Betaflight, iNAV, etc...",2025-10-19T01:05:38Z,Python,2025-10-24T08:17:37.072230
ykwei1127/MCMOT,https://github.com/ykwei1127/MCMOT,1,1,,2024-09-09T08:04:42Z,Python,2025-10-24T08:17:37.389070
UCI-Rocket-Project/rocket-tracker,https://github.com/UCI-Rocket-Project/rocket-tracker,3,1,gimballed camera mount to automatically track rocket launches,2025-10-15T22:49:33Z,Jupyter Notebook,2025-10-24T08:17:37.670568
clydemcqueen/kf_py_play,https://github.com/clydemcqueen/kf_py_play,0,0,Experimenting with Kalman filters in Python,2018-09-21T17:47:41Z,Python,2025-10-24T08:17:37.925353
nameisprajwal/products_image_processing,https://github.com/nameisprajwal/products_image_processing,0,0,,2025-05-25T00:25:21Z,Python,2025-10-24T08:17:38.171811
adrian-soch/3D-LiDAR-YOLOv8-obb,https://github.com/adrian-soch/3D-LiDAR-YOLOv8-obb,15,1,3D LiDAR Object Detection using YOLOv8-obb (oriented bounding box).,2025-08-04T02:39:56Z,Python,2025-10-24T08:17:38.429145
wakig/thesis-yolo,https://github.com/wakig/thesis-yolo,0,0,,2023-02-02T13:44:23Z,Jupyter Notebook,2025-10-24T08:17:38.725969
tadeephuy/TedTrack,https://github.com/tadeephuy/TedTrack,7,1,Tools for faster experiments with multi-object-tracking,2022-09-21T06:56:20Z,Python,2025-10-24T08:17:39.069402
manhhv87/air_retinanet_tf2,https://github.com/manhhv87/air_retinanet_tf2,0,0,,2025-04-25T06:12:25Z,Python,2025-10-24T08:17:39.335454
ShresthShri/DroneNavBackdoorThesis,https://github.com/ShresthShri/DroneNavBackdoorThesis,0,0,,2025-08-06T13:30:56Z,Python,2025-10-24T08:17:39.623758
Hariprasaadh/drone-tracking,https://github.com/Hariprasaadh/drone-tracking,0,0,,2025-03-29T09:08:34Z,Python,2025-10-24T08:17:39.898198
tjthejuggler/JugVid2,https://github.com/tjthejuggler/JugVid2,0,0,,2025-08-19T07:38:09Z,Python,2025-10-24T08:17:40.177432
dongdongO/Undergroundparking-Service,https://github.com/dongdongO/Undergroundparking-Service,0,0,Program to view underground parking status through app,2023-12-12T09:59:10Z,Python,2025-10-24T08:17:40.446140
devchuz/Vision-Computacional,https://github.com/devchuz/Vision-Computacional,0,0,,2023-09-03T18:38:05Z,Python,2025-10-24T08:17:40.720493
isaactallack/Single-Camera-SLAM,https://github.com/isaactallack/Single-Camera-SLAM,0,1,MSc Thesis on Simultaneous Localization and Mapping (SLAM) in a single camera system,2023-02-01T11:33:53Z,Python,2025-10-24T08:17:41.013453
OUALi0/People-Counter_and_Object-Detection,https://github.com/OUALi0/People-Counter_and_Object-Detection,0,0,,2024-06-09T20:53:00Z,Python,2025-10-24T08:17:41.305464
URWI2/Piecewise-Linear-Transformation,https://github.com/URWI2/Piecewise-Linear-Transformation,0,0,,2024-07-30T19:44:31Z,Python,2025-10-24T08:17:41.622069
misko/spf,https://github.com/misko/spf,9,1,Signal Processing Fun (in the sun),2025-09-27T18:50:05Z,Jupyter Notebook,2025-10-24T08:17:41.882658
twosixlabs/armory,https://github.com/twosixlabs/armory,186,67,ARMORY Adversarial Robustness Evaluation Test Bed,2025-09-13T18:30:57Z,Python,2025-10-24T08:17:42.240777
Jiahao-Geng/106833124,https://github.com/Jiahao-Geng/106833124,0,0,,2024-09-09T12:00:21Z,Python,2025-10-24T08:17:42.532684
andreasjak/TimeSeriesAnalysis,https://github.com/andreasjak/TimeSeriesAnalysis,6,4,Pyhton code for the course on Time Series Analysis at Lund University.,2024-11-21T19:51:56Z,Python,2025-10-24T08:17:42.773728
rcv-formula/object_tracker,https://github.com/rcv-formula/object_tracker,0,0,,2025-03-09T02:42:36Z,C++,2025-10-24T08:17:43.062822
donymorph/Dongfeng_competition,https://github.com/donymorph/Dongfeng_competition,10,2,Building autonomous driving system by using CARLA simulator ,2025-08-19T14:57:48Z,Python,2025-10-24T08:17:43.314583
SymmetryLabs/thermal_processing,https://github.com/SymmetryLabs/thermal_processing,0,0,,2020-03-06T04:47:07Z,Python,2025-10-24T08:17:43.669148
jatinkrai2002/DSlab5,https://github.com/jatinkrai2002/DSlab5,0,0,,2024-12-04T18:03:42Z,Python,2025-10-24T08:17:43.943325
rst-tu-dortmund/localization-iv-2025,https://github.com/rst-tu-dortmund/localization-iv-2025,1,0,,2025-10-15T08:38:29Z,Python,2025-10-24T08:17:44.282939
Yen-Wei-Liang/Driving-Behavior-Evaluation-System,https://github.com/Yen-Wei-Liang/Driving-Behavior-Evaluation-System,1,0,Smart Motorcycle Online Diagnosis and Detection and Evaluation System for Driving Behavior,2023-05-09T12:32:30Z,Jupyter Notebook,2025-10-24T08:17:44.584686
oorrppp2/Particle_filter_approach_6D_pose_estimation,https://github.com/oorrppp2/Particle_filter_approach_6D_pose_estimation,5,1,,2024-02-26T03:00:09Z,Python,2025-10-24T08:17:44.873295
Woz4tetra/true_battlebot,https://github.com/Woz4tetra/true_battlebot,6,1,"Making battlebots fully autonomous, a true robot :)",2025-09-13T00:37:22Z,Python,2025-10-24T08:17:45.118348
OddUlrich/Fish-Detection-and-Tracking,https://github.com/OddUlrich/Fish-Detection-and-Tracking,4,1,,2020-11-01T16:27:07Z,Python,2025-10-24T08:17:45.396185
hishizuka/pizero_bikecomputer,https://github.com/hishizuka/pizero_bikecomputer,1070,89,"An open source bike computer based on  Raspberry Pi Zero (W, WH, 2W) with GPS and ANT+ support, as well as offline maps and navigation functions.",2025-10-23T03:10:54Z,Python,2025-10-24T08:17:45.677136
apleonhardt/flytracker,https://github.com/apleonhardt/flytracker,2,0,3D fly tracking system,2022-01-17T15:05:58Z,Python,2025-10-24T08:17:45.930839
BeeAlarmed/BeeAlarmed,https://github.com/BeeAlarmed/BeeAlarmed,42,14,"A camera based bee-hive monitoring that identifies and tracks bees. It also identifies bee characteristics with a neural network, such as pollen packages, wasps, varroa mite infestations or bees trying to cool the hive.",2025-09-22T17:41:02Z,Python,2025-10-24T08:17:47.264682
sotzee/CPREX,https://github.com/sotzee/CPREX,3,3,Post analysis of Bayesian sample of relativistic mean field model and non-relativistic Skyrme models with constrints on form factors of 48Ca and 208Pb  measured from CREX and PREX experiments.,2024-06-21T20:50:21Z,Jupyter Notebook,2025-10-24T08:17:47.554177
sanket-kamthe/EPyStateEstimator,https://github.com/sanket-kamthe/EPyStateEstimator,12,1,Iterative State Estimation in Non-linear Dynamical Systems Using Approximate Expectation Propagation,2025-06-10T21:24:12Z,Jupyter Notebook,2025-10-24T08:17:47.844761
vandaele/sim2real-trunk,https://github.com/vandaele/sim2real-trunk,0,0,,2025-07-24T10:10:21Z,Python,2025-10-24T08:17:48.093625
green-mint/traffic-counter-using-YOLO-and-OpenCV,https://github.com/green-mint/traffic-counter-using-YOLO-and-OpenCV,3,1,Detecting traffic using OpenCV and YOLO and tracking the vehicles for counting using Sort,2021-06-19T13:09:01Z,Python,2025-10-24T08:17:48.365217
kwokkeith/KalmanFilterAirRadar,https://github.com/kwokkeith/KalmanFilterAirRadar,0,1,A project on implementing Kalman Filters to track an aircraft (the model assumes linear transitions),2024-03-06T16:55:53Z,Jupyter Notebook,2025-10-24T08:17:48.660386
FengZicai/Deecamp2020-Point-Cloud-Multi-Object-Tracking,https://github.com/FengZicai/Deecamp2020-Point-Cloud-Multi-Object-Tracking,8,1,This is my implementation of the LIDAR target detection track of DEECAMP 2020. The tracking process occurs after the object detection.,2024-04-13T11:35:14Z,Python,2025-10-24T08:17:48.938724
junnystateofmind/IMU_GPS_naive_fusing,https://github.com/junnystateofmind/IMU_GPS_naive_fusing,0,0,simply test of fusing IMU and GPS,2024-07-15T08:30:25Z,Jupyter Notebook,2025-10-24T08:17:49.222152
saaaax/carry-my-luggage,https://github.com/saaaax/carry-my-luggage,0,0,,2024-11-30T15:51:15Z,Python,2025-10-24T08:17:49.493665
RashmikaDushan/MocapV2,https://github.com/RashmikaDushan/MocapV2,2,1,Real-time IR marker motion capture (mocap) using Python & OpenCV. Calculates 3D positions from multiple webcams & streams transform data via socket.,2025-08-28T02:54:12Z,Python,2025-10-24T08:17:49.759665
MarOrso/KalmanFilter,https://github.com/MarOrso/KalmanFilter,0,1,,2022-10-10T11:10:22Z,Jupyter Notebook,2025-10-24T08:17:50.051409
ZhiangChen/ros_iou_tracking,https://github.com/ZhiangChen/ros_iou_tracking,5,3,A ROS package that applies multiple object tracking (MOT) to YOLO detection,2025-03-22T09:36:14Z,Python,2025-10-24T08:17:50.316354
nabayansaha/Vehicle-Detection-Tracking-and-Future-Predictions-The-Bengaluru-Mobility-Challenge,https://github.com/nabayansaha/Vehicle-Detection-Tracking-and-Future-Predictions-The-Bengaluru-Mobility-Challenge,1,0,"This project is focused on addressing the traffic management problem in Bengaluru through vehicle detection, tracking, and prediction methodologies. It was developed for a hackathon co-organized by the Bengaluru Traffic Police, the Centre for Data for Public Good, and the Indian Institute of Science (IISc).",2024-10-30T10:05:05Z,Python,2025-10-24T08:17:50.581607
LuanGBR/Kuka_RL_Control,https://github.com/LuanGBR/Kuka_RL_Control,0,0,,2022-11-27T17:43:02Z,Jupyter Notebook,2025-10-24T08:17:50.847615
microsoft/CodeGenerationPoisoning,https://github.com/microsoft/CodeGenerationPoisoning,53,6,Proof of concept code for poisoning code generation models.,2025-09-21T10:28:49Z,Python,2025-10-24T08:17:51.420059
vsatashia/drone-interceptor,https://github.com/vsatashia/drone-interceptor,0,0,Final Project for ESE 6500,2024-05-15T01:52:22Z,Python,2025-10-24T08:17:51.681049
Poiti/PBL--Grupo7,https://github.com/Poiti/PBL--Grupo7,0,0,Códigos e tabela utilizadas para o Project Based Learning do quarto semestre do grupo 7 dos alunos da FICSAE,2024-12-09T15:22:55Z,Python,2025-10-24T08:17:51.997335
rohit-krish/My-Personal-Python-Library,https://github.com/rohit-krish/My-Personal-Python-Library,0,0,"my personal python library, where i put programs that i use too often.",2023-02-26T18:03:27Z,Python,2025-10-24T08:17:52.318529
Accenture/AIR,https://github.com/Accenture/AIR,34,13,A deep learning object detector framework written in Python for supporting Land Search and Rescue Missions.,2025-10-21T16:46:13Z,Python,2025-10-24T08:17:52.609438
MyNameIsTarric1/Beyblade_cv,https://github.com/MyNameIsTarric1/Beyblade_cv,0,1,,2025-01-13T12:17:05Z,Python,2025-10-24T08:17:52.969289
ibrahimabdelaal/football-player-tracker,https://github.com/ibrahimabdelaal/football-player-tracker,2,2,This was part of graduation project done in zewailcity.the whole project included tracking and action detection,2025-02-13T21:33:37Z,Python,2025-10-24T08:17:53.279175
ustc400/drone,https://github.com/ustc400/drone,0,0,code,2021-12-04T13:10:36Z,Python,2025-10-24T08:17:53.552642
DebdootManna/AI-Based-Multi-Camera-Person-Tracking,https://github.com/DebdootManna/AI-Based-Multi-Camera-Person-Tracking,1,0,multi-camera person tracking system,2025-08-06T19:05:51Z,Python,2025-10-24T08:17:53.858048
abbvicvat/smart-cart,https://github.com/abbvicvat/smart-cart,0,0,kebab case är överlägset,2024-05-19T20:26:42Z,Python,2025-10-24T08:17:54.126641
pepsiduck/LEPL1108,https://github.com/pepsiduck/LEPL1108,0,0,Software for 2D tracking with a FMCW radar,2025-05-05T16:51:12Z,Python,2025-10-24T08:17:54.432162
py310/smaz_project,https://github.com/py310/smaz_project,1,1,Stock Markets Analytics Zoomcamp 2024 Course Project,2025-04-22T07:14:26Z,Python,2025-10-24T08:17:54.705175
taifyang/yolov5-sort,https://github.com/taifyang/yolov5-sort,5,2,yolov5-sort implemented with python and C++.,2025-04-09T03:07:47Z,C++,2025-10-24T08:17:54.964879
Yc1007942/CNN_Transformers_semiautomated,https://github.com/Yc1007942/CNN_Transformers_semiautomated,0,0,,2025-07-16T15:40:43Z,Python,2025-10-24T08:17:55.230405
rennybird/FishDetection,https://github.com/rennybird/FishDetection,0,0,,2025-02-06T08:36:16Z,Python,2025-10-24T08:17:55.484270
sbstorz/GRP2-IIoT-for-Digitization-of-Electronic-Assets,https://github.com/sbstorz/GRP2-IIoT-for-Digitization-of-Electronic-Assets,3,0,,2024-05-05T11:42:51Z,Jupyter Notebook,2025-10-24T08:17:55.744221
Lucky-05/BRAIN_BIOMECANICA_CV,https://github.com/Lucky-05/BRAIN_BIOMECANICA_CV,0,0,,2025-03-17T21:02:01Z,Python,2025-10-24T08:17:56.011491
emirelesg/Self-Driving-Vehicle,https://github.com/emirelesg/Self-Driving-Vehicle,15,4,Self-driving vehicle with lane keeping functionality on a RPi 3B+.,2025-10-01T11:21:41Z,Python,2025-10-24T08:17:56.257064
SeongchunYang/KF,https://github.com/SeongchunYang/KF,5,1,"Mostly focusing on adaptation of nonlinear Kalman filters, this repo contains a few key considerations of using a Kalman filter.",2025-09-15T03:02:59Z,Jupyter Notebook,2025-10-24T08:17:56.539333
Lindapazw/tracker-yolov8-sort-python,https://github.com/Lindapazw/tracker-yolov8-sort-python,7,2,This repository contains a Python script for real-time object detection using YOLO (You Only Look Once) and object tracking using SORT (Simple Online and Realtime Tracking). The script processes a video file to detect objects and assign unique IDs to them for tracking.,2025-08-27T16:47:23Z,Python,2025-10-24T08:17:56.820035
CASIA-IVA-Lab/ZBS,https://github.com/CASIA-IVA-Lab/ZBS,53,12,ZBS: Zero-shot Background Subtraction via Instance-level Background Modeling and Foreground Selection (CVPR2023),2025-09-27T13:57:45Z,Python,2025-10-24T08:17:57.130688
Iwaiy/MaskSVD,https://github.com/Iwaiy/MaskSVD,1,1,,2025-02-20T04:40:19Z,Jupyter Notebook,2025-10-24T08:17:57.391548
jxk6575/Car_Tracking_Algorithm,https://github.com/jxk6575/Car_Tracking_Algorithm,1,0,,2025-01-21T08:40:05Z,Python,2025-10-24T08:17:57.675968
NingMingHao/RoboNet,https://github.com/NingMingHao/RoboNet,3,0,RoboMaster 2020 AI Challenge 的哨岗识别算法,2023-07-20T17:18:04Z,Python,2025-10-24T08:17:57.957246
TrungDat2112/Car_Counter,https://github.com/TrungDat2112/Car_Counter,0,0,,2024-09-14T09:25:28Z,Python,2025-10-24T08:17:58.215840
Mo-Kanya/MCMPT,https://github.com/Mo-Kanya/MCMPT,1,0,"This is the repo for the ""Multi-Camera Multi-People Tracking"" MSCV capstone project.",2024-07-08T20:16:47Z,Python,2025-10-24T08:17:58.532556
avi9700/Psudo-EKF-3D-MOT,https://github.com/avi9700/Psudo-EKF-3D-MOT,0,0,,2024-08-29T10:03:12Z,Python,2025-10-24T08:17:58.824358
Beltramo-Lab/DLC,https://github.com/Beltramo-Lab/DLC,0,0,"Edit DeepLabCut Github page to initialise tensorflow-gpu==1.15.0 to overcome bonsai ""Invalid GraphDef"" error",2024-09-23T10:08:48Z,Python,2025-10-24T08:17:59.091450
ashwathkart/kalman-filter,https://github.com/ashwathkart/kalman-filter,0,0,State estimation of a Dubin's Car using Extended Kalman Filter,2024-08-14T14:50:08Z,Python,2025-10-24T08:17:59.370445
Tox1cCoder/Object-Tracking,https://github.com/Tox1cCoder/Object-Tracking,0,0,,2023-07-01T16:10:59Z,Python,2025-10-24T08:17:59.660528
travispupkin/vaginette,https://github.com/travispupkin/vaginette,0,0,,2024-01-16T12:45:02Z,Python,2025-10-24T08:18:00.039606
arinbalyan/stealthai-task-Arin,https://github.com/arinbalyan/stealthai-task-Arin,0,0,,2025-06-26T09:55:52Z,Python,2025-10-24T08:18:00.292250
ashishu23/likith_controller,https://github.com/ashishu23/likith_controller,0,0,,2025-04-13T18:11:23Z,Python,2025-10-24T08:18:00.567123
Charlescai123/Runtime-Learning-Machine,https://github.com/Charlescai123/Runtime-Learning-Machine,0,1,,2025-06-15T06:50:21Z,Python,2025-10-24T08:18:00.816242
jdobbang/HACTrack,https://github.com/jdobbang/HACTrack,0,0,,2024-12-11T13:16:51Z,Python,2025-10-24T08:18:01.102665
Niticodersh/Car-Detector-using-YOLOv8,https://github.com/Niticodersh/Car-Detector-using-YOLOv8,1,0,"This repository will help you to build your own custom car detector. In this repo, I have taken a particular camera position and created mask and tracking line for that particular camera position. Developer will need to update the tracking line, limits variable and the mask for the region in which they want to detect the cars.",2024-06-11T13:28:57Z,Python,2025-10-24T08:18:01.362816
